GRAPH,NODE DISTANCE,Node,DATE,CLASS,THEMES,P_VALUE,DOCSENTIMENT,SENTIMENT,FINANCIALSENTIMENT,IMPACT,SALIENCY_V1,CONFIDENCE
Microsoft Corp,1,Atandt Inc,1/1/22,Investigation,"
  Aviation
",0.235294,-0.046879999,-0.2813555,,0.821916461,0.752258658,0.555555219
Goldman Sachs Group Inc,3,Morgan Stanley International Holdings Inc,3/6/22,Sanctions,"
  SASB Materials Sourcing & Efficiency,
  Supply Chain,
  Oil,
  Cyber Security
",0.235294,0.016029269,-0.56025809,,0.690535784,0.665580809,0.590813094
Microsoft Corp,1,Apple Inc,3/21/22,Money Laundering,"
  Money Laundering,
  Supply Chain
",0.058824,-0.270556659,-0.104060449,,0.83379209,0.850359142,0.596932238
Microsoft Corp,1,Altaba Inc,2/21/22,Money Laundering,"
  Terrorism,
  Drugs,
  Blockchain,
  Cybercurrency,
  Cyber Security,
  Money Laundering
",0.235294,-0.136416003,-0.475765288,,0.771461368,0.681387067,0.563822312
Morgan Stanley International Holdings Inc,1,Moodys Corp /De/,3/16/22,International Sanction,"
  Supply Chain,
  Cyber Crime,
  SASB Materials Sourcing & Efficiency,
  Credit Change,
  Cyber Security
",0.176471,0.071123332,-0.310658455,-0.073977806,0.608324587,0.628021955,0.705426548
Microsoft Corp,3,Sunpower Corp,2/27/22,Litigation,"
  Lawsuit
",0,0.161197677,-0.141328976,-0.253722519,0.738264382,0.600112259,0.600191979
Microsoft Corp,3,Citrix Systems Inc,1/4/22,Fraud,"
  Fraud
",0.235294,0.012867742,-0.357090175,-0.562587082,0.710175514,0.856418669,0.596730764
Microsoft Corp,1,Intercontinental Exchange,1/7/22,Protest,"
  Oil
",0.058824,-0.037616666,0,,0.575295269,0.740925729,0.576856609
Microsoft Corp,1,Verizon Communications Inc,2/18/22,Investigation,"
  Lawsuit,
  Drugs,
  Gov and Politics
",0.294118,-0.239758819,-0.426672637,,0.799627423,0.919883847,0.599596733
Pepsico Inc,2,Sanofi Sa,2/23/22,Setback,"
  Coronavirus
",0.176471,0.116714284,-0.049138013,0.918514609,0.753807366,0.919574738,0.507531782
Microsoft Corp,1,Gap Inc,3/24/22,Litigation,"
  Military,
  Government,
  Lending,
  Lawsuit
",0.233333,0.084807143,-0.262752354,,0.749870956,0.877636194,0.483560344
Morgan Stanley International Holdings Inc,1,Wells Fargo And Company,1/29/22,Investigation,"
  Gov and Politics,
  Lawsuit,
  Merger and Acquisition,
  Diversity and Discrimination,
  Customer Client Account Management,
  Banking
",0.294118,0.182664678,-0.072542623,-0.09217751,0.998008609,0.824888051,0.661657537
Coca-Cola Company,1,Twitter Inc,1/23/22,Removal,"
  Coronavirus,
  Cyber Crime,
  Cybercurrency,
  Cyber Security,
  Natural Disaster,
  Blockchain,
  Climate Change
",0.058824,-0.018353153,-0.042005446,,0.77202785,0.697781086,0.588066833
Morgan Stanley International Holdings Inc,3,Sap Se,3/21/22,Investigation,"
  Supply Chain,
  Coronavirus
",0.117647,0.138795048,0.329386801,,0.525696456,0.60800159,0.582681337
Microsoft Corp,3,Bristol-Myers Squibb Company,3/25/22,Investigation,"
  Artificial Intelligence
",0.235294,0.261337787,0.119887404,,0.798682988,0.886804402,0.477658763
Microsoft Corp,3,Citrix Systems Inc,1/18/22,Corporate Fraud,"
  Corporate Restructuring
",0,0.17925714,-0.341564655,-0.933751106,0.629349232,0.869463027,0.562434147
Alphabet Inc,1,Baidu Inc,2/8/22,Investigation,"
  Banking
",0.058824,-0.104522221,-0.188314363,-0.478743583,0.759725571,0.762659729,0.512302636
Goldman Sachs Group Inc,1,Snap Inc,1/8/22,Litigation,"
  Lawsuit
",0.117647,0.120835714,0.05805292,-0.311313599,0.769767463,0.83860302,0.434610143
Goldman Sachs Group Inc,1,Jp Morgan Chase And Co,3/6/22,Sanctions,"
  Blockchain,
  Banking,
  Cybercurrency,
  SASB Supply Chain Management
",0.176471,-0.118430004,-0.23339124,0,0.808891714,0.912915468,0.59968655
Coca-Cola Company,1,Facebook Inc,2/10/22,Fraud,"
  Cyber Security,
  Fraud
",0.058824,-0.040591177,-0.228320107,,0.725034416,0.709762514,0.485371299
Goldman Sachs Group Inc,1,Reata Pharmaceuticals Inc,1/21/22,Litigation,"
  Lawsuit
",0,0.099523254,-0.119780026,0,0.822661877,0.847136974,0.575094384
Goldman Sachs Group Inc,2,Moodys Corp /De/,1/6/22,Fraud,"
  Credit Change
",0.235294,0.115950942,-0.283266574,0,0.692191601,0.623282135,0.551696121
Microsoft Corp,1,Hp Inc,1/28/22,Wire Fraud,"
  Lawsuit,
  Fraud
",0.176471,-0.341584623,-0.2437841,-0.583382666,0.847363174,0.961014748,0.601766469
Goldman Sachs Group Inc,1,Bright Health Inc,2/19/22,Corporate Misconduct,"
  Coronavirus,
  Lawsuit,
  IPO ICO,
  Debt Offering
",0.058824,0.205361113,-0.051372401,-0.423601419,0.700854957,0.936131418,0.926114544
Pepsico Inc,2,Nasdaq Inc,1/23/22,Investigation,"
  Banking
",0.235294,-0.005955555,-0.02043538,-0.9278391,0.769829333,0.755023241,0.470131186
Microsoft Corp,1,Amex Global Holdings Cv,3/7/22,Sanctions,"
  Supply Chain,
  SASB Materials Sourcing & Efficiency
",0.235294,-0.201090902,-0.249387309,,0.663182378,0.692323685,0.565992565
Pepsico Inc,1,Bnp Paribas,2/9/22,Breach,"
  Fraud,
  Cyber Security,
  Default,
  SASB Systemic Risk Management,
  Banking,
  SASB Business Ethics,
  Natural Disaster,
  Cyber Crime,
  Payment Default
",0.117647,-0.129472733,-0.226490662,-0.328058749,0.991792619,0.964187145,0.506552285
Microsoft Corp,2,Accenture Plc,2/11/22,Investigation,"
  Cyber Security,
  Cyber Crime
",0.058824,0.409843743,0.351726085,,0.803692579,0.887477815,0.484265285
Morgan Stanley International Holdings Inc,2,Accenture Plc,2/11/22,Investigation,"
  Cyber Security,
  Cyber Crime
",0.058824,0.409843743,0.351726085,,0.803692579,0.887477815,0.484265285
Microsoft Corp,1,Google,2/1/22,Disruption,"
  Diversity and Discrimination,
  SASB Human Rights & Community Relations,
  Profit Warning,
  Artificial Intelligence,
  Earnings,
  Social Justice,
  Analyst Downgrade
",0.058824,0.028593104,-0.111500114,0.538055241,0.696589112,0.889604688,0.578228038
Goldman Sachs Group Inc,1,Baidu Inc,2/15/22,Investigation,"
  Banking,
  Lawsuit
",0.294118,0.029345,-0.110124215,-0.550087035,0.697029948,0.909677029,0.61435648
Morgan Stanley International Holdings Inc,3,Bank Of New York Mellon Corp,1/26/22,Breach,"
  Hiring Initiative,
  Merger and Acquisition,
  Joint Venture / Parthership,
  Lawsuit,
  Money Laundering,
  Dividend,
  Cyber Security,
  Default,
  Cyber Crime,
  Banking,
  SASB Materials Sourcing & Efficiency,
  Payment Default,
  Supply Chain
",0.117647,0.30011338,,,0.999850035,0.90003401,0.53470814
Alphabet Inc,2,Warner Media Llc,2/9/22,Legal Dispute,"
  Lawsuit
",0.058824,0.228062496,0.075768232,,0.701429188,0.568840027,0.48698183
Morgan Stanley International Holdings Inc,1,Moodys Corp /De/,2/1/22,Breach,"
  Coronavirus,
  Credit Change,
  Payment Default
",0.176471,0.132309735,-0.332116425,-0.077933557,0.762582481,0.597813904,0.776636458
Pepsico Inc,1,Kellogg Company,2/11/22,Disruption,"
  Supply Chain,
  SASB Materials Sourcing & Efficiency
",0.294118,0.107748389,0.097401984,,0.633888125,0.722883224,0.506333436
Goldman Sachs Group Inc,1,Baidu Inc,2/2/22,Litigation,"
  Banking,
  Lawsuit
",0.294118,0.113886043,-0.113689817,-0.961943328,0.772357285,0.836627603,0.601485885
Coca-Cola Company,3,Broadcom Ltd,3/10/22,Investigation,"
  Lawsuit
",0.294118,0.020590909,-0.141763613,,0.758889854,0.848439515,0.481084997
Alphabet Inc,2,Sunpower Corp,2/1/22,Investigation,"
  Coronavirus
",0.176471,0.109242857,-0.256064624,-0.322961718,0.74852401,0.941844225,0.510730466
Alphabet Inc,2,Target Corp,2/3/22,Manipulation,"
  e-Commerce,
  Cyber Security,
  Cyber Crime
",0.117647,0.142510533,0.023661954,0,0.883146107,0.740908027,0.508844633
Alphabet Inc,2,Target Corp,2/3/22,Fraud,"
  e-Commerce,
  Cyber Security,
  Cyber Crime
",0.117647,0.142510533,0.023661954,0,0.883146107,0.740908027,0.508844633
Microsoft Corp,1,Sap Se,3/30/22,Arrest,"
  Sanctions,
  SASB Materials Sourcing & Efficiency
",0.133333,-0.029480329,-0.328113943,-0.191237301,0.790358365,0.682730913,0.510514035
Morgan Stanley International Holdings Inc,1,Barclays Plc,2/20/22,Investigation,"
  Banking
",0.235294,0.187773332,0.333743542,0.87183094,0.598032892,0.711063385,0.503345133
Goldman Sachs Group Inc,2,Sprint Corp,3/2/22,Fraud,"
  Telecom
",0.058824,-0.43810001,-0.277219564,,0.772197008,0.813984454,0.449293395
Morgan Stanley International Holdings Inc,2,Moodys Corp /De/,1/5/22,Bankruptcy,"
  Credit Change,
  Bankruptcy,
  Analyst Downgrade,
  Liquidity,
  Default
",0,0.184845835,-0.319012582,0,0.753167391,0.633481741,0.513261923
Goldman Sachs Group Inc,3,Home Depot Inc,2/7/22,Arrest,"
  Banking
",0.294118,-0.109478951,-0.352195501,,0.832830966,0.804923117,0.508798841
Coca-Cola Company,2,Home Depot Inc,2/7/22,Arrest,"
  Banking
",0.294118,-0.109478951,-0.352195501,,0.832830966,0.804923117,0.508798841
Pepsico Inc,1,Deutsche Bank,2/15/22,Investigation,"
  Bribery,
  Artificial Intelligence,
  Fintech,
  Cyber Security,
  Money Laundering,
  Drugs,
  Banking
",0.117647,-0.042947438,-0.164618045,,0.766601741,0.648180664,0.601892083
Pepsico Inc,3,Deutsche Bank,2/15/22,Fraud,"
  Bribery,
  Artificial Intelligence,
  Fintech,
  Cyber Security,
  Money Laundering,
  Drugs,
  Banking
",0.117647,-0.042947438,-0.164618045,,0.766601741,0.648180664,0.601892083
Alphabet Inc,1,Sandp Global Inc,1/4/22,Investigation,"
  Employee Relations,
  Oil,
  Joint Venture / Parthership,
  Supply Chain,
  Money Laundering,
  SASB Competitive Behavior,
  Government,
  Fintech,
  SASB Business Ethics,
  Lawsuit,
  Merger and Acquisition,
  SASB Materials Sourcing & Efficiency
",0.235294,0.217559293,,,0.761634171,0.753937721,0.543520551
Coca-Cola Company,1,Facebook Inc,2/27/22,Protest,"
  Cyber Crime,
  Sanctions,
  Cyber Security,
  Nuclear,
  Banking,
  Coronavirus,
  Military,
  Government
",0.058824,-0.063195601,-0.202304304,,0.680360079,0.68567425,0.509387737
Coca-Cola Company,2,Caterpillar Inc,3/29/22,Sanctions,"
  SASB Human Rights & Community Relations,
  Sanctions
",0.066667,-0.021604598,-0.354880422,,0.741487801,0.757717311,0.520284045
Microsoft Corp,1,Netflix Inc,2/11/22,Arrest,"
  Violent Action
",0.058824,-0.200337082,0.273881435,,0.8895998,0.72406435,0.508776433
Pepsico Inc,1,Sandp Global Inc,1/4/22,Litigation,"
  Employee Relations,
  Oil,
  Joint Venture / Parthership,
  Supply Chain,
  Money Laundering,
  SASB Competitive Behavior,
  Government,
  Fintech,
  SASB Business Ethics,
  Lawsuit,
  Merger and Acquisition,
  SASB Materials Sourcing & Efficiency
",0.235294,0.217559293,,,0.761634171,0.753937721,0.543520551
Alphabet Inc,1,Netflix Inc,2/11/22,Arrest,"
  Violent Action
",0.058824,-0.200337082,0.273881435,,0.8895998,0.72406435,0.508776433
Pepsico Inc,1,Sandp Global Inc,3/9/22,Sanctions,"
  Merger and Acquisition
",0.294118,0.01945,0,,0.759630382,0.781537116,0.60177038
Pepsico Inc,1,Deutsche Bank,3/11/22,Sanctions,"
  Banking
",0.294118,-0.109384619,-0.170274258,-0.889320552,0.816800535,0.978640079,0.510018362
Morgan Stanley International Holdings Inc,2,Metlife Inc,2/18/22,Disruption,"
  SASB Systemic Risk Management,
  Merger and Acquisition,
  Credit Change,
  Dividend,
  Payment Default,
  Liquidity,
  Earnings,
  Default
",0.235294,0.216778442,,,0.975050628,0.629960775,0.525883277
Pepsico Inc,1,Merck Kgaa,2/10/22,Clinical Trial,"
  Artificial Intelligence
",0.058824,0.225097567,0.110093743,,0.897527695,0.941440046,0.566998167
Morgan Stanley International Holdings Inc,1,Us Bancorp,2/11/22,Money Laundering,"
  Merger and Acquisition
",0.058824,0.11997778,0.246614531,,0.598946631,0.849327207,0.585501467
Morgan Stanley International Holdings Inc,2,American International Group Inc,2/1/22,Fraud,"
  Lawsuit,
  Merger and Acquisition,
  Banking
",0.117647,0.051127274,-0.312215686,,0.838804126,0.842546284,0.498869894
Morgan Stanley International Holdings Inc,2,Moodys Corp /De/,2/1/22,Breach,"
  Coronavirus,
  Credit Change
",0.235294,0.144221589,-0.327094942,-0.06234685,0.762298763,0.597278833,0.776636458
Microsoft Corp,1,Facebook Inc,2/20/22,Investigation,"
  Harassment,
  Diversity and Discrimination,
  SASB Employee Engagement, Diversity & Inclusion
",0.058824,-0.080825001,-0.225265801,0,0.762032628,0.69397819,0.576415775
Alphabet Inc,2,Ihs Markit Ltd,1/20/22,Disruption,"
  Oil,
  Supply Chain,
  SASB Materials Sourcing & Efficiency
",0.235294,0.200895235,0.037086077,0.26741305,0.75289315,0.773844242,0.588116159
Coca-Cola Company,2,Caterpillar Inc,1/7/22,Removal,"
  Lawsuit
",0.117647,0.116059743,-0.105858013,,0.773337662,0.841988146,0.577118247
Pepsico Inc,3,United Therapeutics Corp,2/24/22,Clinical Trial,"
  SASB Materials Sourcing & Efficiency
",0,0.08401569,-0.108638614,,0.603848875,0.817446232,0.502560368
Morgan Stanley International Holdings Inc,1,Us Bancorp,2/14/22,Money Laundering,"
  Merger and Acquisition,
  Money Laundering
",0.058824,0.042285714,0.222856864,,0.617224455,0.905335486,0.605813867
Goldman Sachs Group Inc,2,Moodys Corp /De/,1/11/22,Fraud,"
  Supply Chain,
  Credit Change,
  SASB Materials Sourcing & Efficiency
",0.176471,0.133699998,-0.297821641,0.078553766,0.664494395,0.55309087,0.76375787
Goldman Sachs Group Inc,1,Valeant Pharmaceuticals International Inc,3/28/22,Clinical Trial,"
  Coronavirus
",0.066667,0.080497026,-0.091226891,,0.702292025,0.720409453,0.506281568
Pepsico Inc,2,Merck And Co Inc,1/26/22,Setback,"
  Coronavirus
",0.294118,0.095141269,0.046896618,,0.604985595,0.768473327,0.464576003
Morgan Stanley International Holdings Inc,3,Marathon Petroleum Corp,2/7/22,Shutdown,"
  Oil
",0.058824,-0.013507407,-0.224583387,,0.57403785,0.613549352,0.508392069
Morgan Stanley International Holdings Inc,3,Sap Se,3/31/22,Arrest,"
  SASB Materials Sourcing & Efficiency,
  Sanctions
",0.233333,-0.036520001,-0.326500744,-0.191237301,0.850324631,0.919238627,0.510514035
Goldman Sachs Group Inc,2,Conocophillips Co,4/1/22,Investigation,"
  Oil
",0.266667,0.055144262,-0.137521163,0,0.927322567,0.850306928,0.500089902
Microsoft Corp,1,Federal National Mortgage Association,2/3/22,Fraud,"
  Default,
  Lending,
  Banking,
  Fraud
",0.235294,0.276488155,-0.152897969,,0.676902115,0.679848671,0.558768461
Coca-Cola Company,1,Deutsche Bank,2/11/22,Investigation,"
  Banking
",0.294118,-0.20356296,-0.293031037,-0.749934256,0.789147496,0.805228055,0.502245422
Coca-Cola Company,1,Moodys Corp /De/,2/4/22,Fraud,"
  Supply Chain,
  Credit Change,
  Coronavirus,
  Dividend,
  Economic Activity,
  Earnings,
  SASB Materials Sourcing & Efficiency
",0.294118,0.157773331,-0.252460092,0.09249559,0.756378293,0.53854835,0.784740133
Morgan Stanley International Holdings Inc,1,Moodys Corp /De/,1/19/22,Investigation,"
  Credit Change
",0.235294,0.141156435,-0.318506688,-0.080456682,0.730441511,0.615445018,0.776691264
Microsoft Corp,2,Moodys Corp /De/,2/4/22,Sanctions,"
  Sanctions,
  Credit Change,
  Economic Activity,
  Natural Disaster,
  Debt Offering,
  Analyst Downgrade,
  SASB Ecological Impacts,
  Government,
  Economy
",0.176471,0.0408419,-0.368588388,-0.116031066,0.750927806,0.617561519,0.776636458
Coca-Cola Company,1,Moodys Corp /De/,2/4/22,Interruption,"
  Sanctions,
  Credit Change,
  Economic Activity,
  Natural Disaster,
  Debt Offering,
  Analyst Downgrade,
  SASB Ecological Impacts,
  Government,
  Economy
",0.176471,0.0408419,-0.368588388,-0.116031066,0.750927806,0.617561519,0.776636458
Microsoft Corp,2,Moodys Corp /De/,1/13/22,Interruption,"
  Default,
  Liquidity,
  Credit Change,
  Analyst Downgrade,
  Bankruptcy
",0.235294,0.18383567,-0.301782936,0,0.686714172,0.630823493,0.776717648
Morgan Stanley International Holdings Inc,1,Wells Fargo And Company,3/19/22,Wire Fraud,"
  Fintech,
  Banking,
  Fraud,
  Merger and Acquisition
",0.294118,0.230547994,-0.132754758,,0.546810448,0.633830607,0.509458041
Morgan Stanley International Holdings Inc,3,Contl Ag Bearer Shs,4/1/22,Dispute,"
  Automotive Industry
",0.066667,-0.04131842,-0.277626336,,0.64741689,0.634858608,0.45125291
Microsoft Corp,2,Verizon Communications Inc,1/1/22,Investigation,"
  Aviation
",0.058824,-0.046879999,-0.280232579,,0.821887851,0.752258658,0.591279194
Coca-Cola Company,2,Visa Inc,3/6/22,Sanctions,"
  Banking
",0,-0.08021,-0.223303542,-0.258444667,0.77844286,0.936628163,0.51168781
Morgan Stanley International Holdings Inc,3,Intercontinental Exchange,1/7/22,Protest,"
  Oil
",0.117647,-0.037616666,0,,0.575295269,0.740925729,0.576856609
Alphabet Inc,1,Apple Inc,1/14/22,Protest,"
  SASB Materials Sourcing & Efficiency,
  Supply Chain
",0.058824,0.01343077,-0.157882169,,0.689789116,0.895947635,0.503150215
Goldman Sachs Group Inc,1,Baidu Inc,1/23/22,Litigation,"
  Banking,
  Lawsuit
",0.117647,0.106458694,-0.098689191,-0.961943328,0.628331482,0.60464555,0.601485885
Morgan Stanley International Holdings Inc,1,Moodys Corp /De/,2/1/22,Breach,"
  Coronavirus,
  Credit Change,
  Payment Default
",0.117647,0.132309735,-0.332116425,-0.077933557,0.762582481,0.597813904,0.776636458
Goldman Sachs Group Inc,1,Robinhood Markets Inc,2/8/22,Breach,"
  IPO ICO
",0.235294,0.133357897,-0.248334646,-0.719491065,0.862971306,0.985902309,0.572403923
Coca-Cola Company,1,Tyson Foods Inc,2/15/22,Bankruptcy,"
  Bankruptcy,
  Coronavirus,
  Cancer
",0.058824,-0.079850003,-0.115357727,,0.593625009,0.776866078,0.601877189
Alphabet Inc,2,Sprint Corp,3/29/22,Disruption,"
  Telecom
",0.1,0.193452179,0.167042196,,0.704141259,0.674169183,0.54487026
Alphabet Inc,3,Cisco Systems Inc,1/28/22,Data Breach,"
  Artificial Intelligence
",0.294118,0.232913509,0.013640532,0,0.845375657,0.751084983,0.507074952
Pepsico Inc,1,Bnp Paribas,1/29/22,Investigation,"
  SASB Employee Engagement, Diversity & Inclusion,
  Banking,
  Harassment
",0,-0.11677143,-0.152215153,,0.905996621,0.96216625,0.504859567
Coca-Cola Company,1,Twitter Inc,3/20/22,Sanctions,"
  Banking
",0.058824,0.001961539,0.357728571,,0.629555643,0.660363376,0.454554409
Coca-Cola Company,3,Atandt Inc,1/2/22,Investigation,"
  Aviation
",0.117647,0.084547058,-0.150393069,,0.844150364,0.889100552,0.555555219
Microsoft Corp,3,Sunpower Corp,3/23/22,Litigation,"
  Lawsuit
",0.176471,0.100078568,-0.091216095,-0.256093353,0.769377112,0.6796031,0.510410031
Goldman Sachs Group Inc,1,Baidu Inc,2/2/22,Corporate Misconduct,"
  Banking
",0.176471,-0.074438095,-0.194561467,-0.478743583,0.577269614,0.721064746,0.512302636
Microsoft Corp,1,Sap Se,3/12/22,Dispute,"
  Lawsuit
",0,-0.053292308,-0.38324663,,0.718340933,0.898015738,0.601185736
Coca-Cola Company,3,Hp Inc,4/1/22,Breach,"
  Merger and Acquisition
",0.1,0.078381822,-0.219260469,-0.69803369,0.767007232,0.789618433,0.6009967
Microsoft Corp,3,Hp Inc,4/1/22,Accounting Fraud,"
  Merger and Acquisition
",0.1,0.078381822,-0.219260469,-0.69803369,0.767007232,0.789618433,0.6009967
Pepsico Inc,1,Hsbc Holdings Plc,2/19/22,Protest,"
  Banking
",0.235294,-0.145384207,-0.343238086,,0.663878322,0.838903964,0.499208247
Coca-Cola Company,2,Facebook Inc,1/16/22,Sanctions,"
  Climate Change,
  IPO ICO,
  Joint Venture / Parthership,
  Coronavirus,
  Harassment,
  Cyber Security,
  Lawsuit,
  Presidential Transition,
  Cybercurrency,
  Government,
  SASB Materials Sourcing & Efficiency,
  SASB Ecological Impacts,
  Supply Chain,
  Gov and Politics,
  Cyber Crime,
  SASB Competitive Behavior,
  e-Commerce,
  Terrorism,
  Artificial Intelligence,
  Aviation,
  Blockchain,
  Banking
",0.058824,-0.061663158,,,0.99229461,0.881236851,0.528241855
Alphabet Inc,1,Facebook Inc,1/16/22,Class-Action Lawsuit,"
  Climate Change,
  IPO ICO,
  Joint Venture / Parthership,
  Coronavirus,
  Harassment,
  Cyber Security,
  Lawsuit,
  Presidential Transition,
  Cybercurrency,
  Government,
  SASB Materials Sourcing & Efficiency,
  SASB Ecological Impacts,
  Supply Chain,
  Gov and Politics,
  Cyber Crime,
  SASB Competitive Behavior,
  e-Commerce,
  Terrorism,
  Artificial Intelligence,
  Aviation,
  Blockchain,
  Banking
",0.058824,-0.061663158,,,0.99229461,0.881236851,0.528241855
Alphabet Inc,1,Facebook Inc,1/16/22,Sanctions,"
  Climate Change,
  IPO ICO,
  Joint Venture / Parthership,
  Coronavirus,
  Harassment,
  Cyber Security,
  Lawsuit,
  Presidential Transition,
  Cybercurrency,
  Government,
  SASB Materials Sourcing & Efficiency,
  SASB Ecological Impacts,
  Supply Chain,
  Gov and Politics,
  Cyber Crime,
  SASB Competitive Behavior,
  e-Commerce,
  Terrorism,
  Artificial Intelligence,
  Aviation,
  Blockchain,
  Banking
",0.058824,-0.061663158,,,0.99229461,0.881236851,0.528241855
