GRAPH,STARTING_NODE,ENDING_NODE,CLASS,DOCCOUNT
Verizon Communications Inc,General Motors Limited,Toyota Motor Corp,Hack,24
Alphabet Inc,Ford Motor Company,General Motors Limited,Hack,16
Microsoft Corp,Intercontinental Exchange,Sally Beauty Holdings,Corporate Misconduct,8
Alphabet Inc,Borgwarner Inc,Delphi Technologies Plc,Anti-Trust Violation,10
Alphabet Inc,Hsbc Holdings Plc,Commerzbank Ag,Sanctions,3
Pepsico Inc,Nasdaq Inc,Axsome Therapeutics Inc,Clinical Trial,11
Jp Morgan Chase And Co,Nasdaq Inc,Idera Pharmaceuticals Inc,Clinical Trial,5
Microsoft Corp,Allergan Plc,Mylan Nv,Criminal Investigation,3
Microsoft Corp,Pnc Financial Services Group Inc,Bank Of America Corp,Cyber Breach,4
Microsoft Corp,Noble Energy Inc,Chevron Corp,Corporate Misconduct,12
Morgan Stanley International Holdings Inc,Rigel Pharmaceuticals Inc,Kissei Pharmaceutical Co Ltd,Clinical Trial,10
Morgan Stanley International Holdings Inc,Ford Motor Company,General Motors Limited,Ransomware Attack,3
Pepsico Inc,Tesla Inc,Home Depot Inc,Ransomware Attack,4
Pepsico Inc,Tesla Inc,Home Depot Inc,Hack,4
Goldman Sachs Group Inc,Uber Technologies Inc,Apple Inc,Multidistrict Litigation,3
Morgan Stanley International Holdings Inc,Thomson Reuters Corp,Bharat Petroleum Corporation Limited,Sanctions,7
Verizon Communications Inc,Ford Motor Company,Volkswagen Ag,Wire Fraud,4
Alphabet Inc,Nasdaq Inc,Builders Firstsource,Corporate Misconduct,14
Alphabet Inc,Nasdaq Inc,Arcadia Biosciences Inc,Clinical Trial,3
Morgan Stanley International Holdings Inc,Atandt Inc,Facebook Inc,Hack,28
Alphabet Inc,Facebook Inc,Wells Fargo And Company,Hack,19
Alphabet Inc,Symantec Corp,Northrop Grumman Corp,Sanctions,6
Alphabet Inc,Google,Equifax Inc,Multidistrict Litigation,3
Verizon Communications Inc,Visa Inc,Amex Global Holdings Cv,Multidistrict Litigation,3
Alphabet Inc,Google,The Toronto-Dominion Bank,Multidistrict Litigation,3
Alphabet Inc,Alphabet Inc,Google,Cyber Breach,48
Pepsico Inc,Microsoft Corp,Barnes And Noble Inc,Ransomware Attack,9
Microsoft Corp,Gcp (Uk) Holdings Limited,Compagnie De Saint-Gobain Sa,Accounting Fraud,4
Pepsico Inc,Gcp (Uk) Holdings Limited,Compagnie De Saint-Gobain Sa,Accounting Fraud,4
Microsoft Corp,Thomson Reuters Corp,Johnson And Johnson Services Inc,Clinical Trial,5
Alphabet Inc,Sandisk Corp,Western Digital Corp,Regulatory Investigation,3
Pepsico Inc,Jp Morgan Chase And Co,Deutsche Bank,Criminal Investigation,16
Goldman Sachs Group Inc,New York Times Co,Altaba Inc,Cyber Breach,7
Jp Morgan Chase And Co,Intel Corp,Mcafee Inc,Hack,96
Microsoft Corp,Symantec Corp,Mcafee Inc,Cyber Breach,28
Pepsico Inc,Symantec Corp,Mcafee Inc,Hack,48
Goldman Sachs Group Inc,Mcafee Inc,Intel Corp,Hack,8
Alphabet Inc,Google,Alphabet Inc,Civil Lawsuit,5
Alphabet Inc,Amazon Com Inc,Wells Fargo And Company,Hack,92
Microsoft Corp,Alphabet Inc,Google,Civil Lawsuit,35
Goldman Sachs Group Inc,New York Times Co,Symantec Corp,Hacking,13
Alphabet Inc,Codexis Inc,Nestle Sa Cham Et Ve,Clinical Trial,6
Alphabet Inc,Navistar International Corp,Volkswagen Truck And Bus Gmbh,Accounting Fraud,15
Alphabet Inc,Intercontinental Exchange,Hamilton Beach Brands Holding Co,Corporate Misconduct,10
Morgan Stanley International Holdings Inc,Twitter Inc,Amex Global Holdings Cv,Hacking,10
Morgan Stanley International Holdings Inc,Atandt Inc,Microsoft Corp,Hack,30
Jp Morgan Chase And Co,Intercontinental Exchange,Amazon Com Inc,Class-Action Lawsuit,3
Morgan Stanley International Holdings Inc,Jp Morgan Chase And Co,Chase Corp,Cyber Breach,60
Pepsico Inc,Chase Corp,Jp Morgan Chase And Co,Cyber Breach,30
Microsoft Corp,Goldman Sachs Group Inc,Bank Of New York Mellon Corp,Sanctions,18
Alphabet Inc,Goldman Sachs Group Inc,Bank Of New York Mellon Corp,Sanctions,18
Goldman Sachs Group Inc,Intersect Ent,Medtronic Public Limited Company,Corporate Misconduct,12
Jp Morgan Chase And Co,Exxon Mobil Corp,Petrochina Company Limited,Sanctions,10
Microsoft Corp,Intel Corp,Amazon Com Inc,Sanctions,15
Goldman Sachs Group Inc,Paypal Holdings,Ebay Inc,Regulatory Investigation,12
Morgan Stanley International Holdings Inc,Thomson Reuters Corp,Toyota Motor Corp,Sanctions,48
Alphabet Inc,Nasdaq Inc,Standard Avb Financial Corp,Anti-Trust Violation,4
Verizon Communications Inc,Nasdaq Inc,9F Inc,Corporate Misconduct,4
Pepsico Inc,American Airlines Group Inc,Sabre Corp,Hacking,18
Jp Morgan Chase And Co,Bank Of America Corp,Bmo Financial Group,Cyber Breach,8
Verizon Communications Inc,Jp Morgan Chase And Co,Fiserv Inc,Cyber Breach,8
Goldman Sachs Group Inc,Uber Technologies Inc,T-Mobile Us,Hacking,3
Jp Morgan Chase And Co,Sap Se,Salesforce Com Inc,Sanctions,135
Jp Morgan Chase And Co,Gray Television Inc,Meredith Corp,Corporate Misconduct,5
Jp Morgan Chase And Co,Seattle Genetics Inc,Takeda Pharmaceutical Co,Clinical Trial,3
Jp Morgan Chase And Co,Xerox Corp,Conduent Inc,Regulatory Investigation,5
Goldman Sachs Group Inc,Cadence Design Systems Inc,Synopsys Inc,Sanctions,9
Microsoft Corp,Apple Inc,Ams Inc,Hack,12
Alphabet Inc,Atandt Inc,Metro Inc,Hack,24
Pepsico Inc,Sarepta Therapeutics,Ptc Therapeutics,Clinical Trial,39
Alphabet Inc,Sarepta Therapeutics,Ptc Therapeutics,Clinical Trial,39
Morgan Stanley International Holdings Inc,Amazon Com Inc,Linkedin Corp,Sanctions,3
Morgan Stanley International Holdings Inc,Microsoft Corp,Viasat Inc,Ransomware Attack,3
Microsoft Corp,Microsoft Corp,Viasat Inc,Hack,4
Alphabet Inc,Bank Of America Corp,Wells Fargo And Company,Civil Lawsuit,10
Verizon Communications Inc,Facebook Inc,Google,Legal Dispute,24
Goldman Sachs Group Inc,Atandt Inc,Facebook Inc,Ransomware Attack,12
Alphabet Inc,Cerner Corp,Oracle Corp,Corporate Misconduct,4
Microsoft Corp,Facebook Inc,Citigroup Inc,Hacking,6
Alphabet Inc,Facebook Inc,Chase Corp,Ransomware Attack,16
Pepsico Inc,Wynn Resorts Ltd,Las Vegas Sands Corp,Sanctions,6
Microsoft Corp,Symantec Corp,Google,Ddos Attack,6
Verizon Communications Inc,Adobe Inc,Symantec Corp,Hack,82
Microsoft Corp,Crestwood Equity Partners Lp,Oasis Midstream Partners Lp,Accounting Fraud,3
Verizon Communications Inc,Mondelez International Inc,Kraft Heinz Co,Sanctions,6
Microsoft Corp,Bank Of America Corp,Mastercard Inc,Ransomware Attack,56
Pepsico Inc,Nasdaq Inc,Redhill Biopharma Ltd,Clinical Trial,4
Alphabet Inc,Reliance Industries Ltd,Bharat Petroleum Corporation Limited,Sanctions,3
Goldman Sachs Group Inc,Deutsche Bank,Danske Bank,Cyber Breach,4
Goldman Sachs Group Inc,Deutsche Bank,Danske Bank,Hack,16
Pepsico Inc,Bank Of America Corp,The Toronto-Dominion Bank,Ransomware Attack,6
Verizon Communications Inc,Capital One Financial Corp,The Toronto-Dominion Bank,Ransomware Attack,6
Goldman Sachs Group Inc,Fireeye Inc,Palo Alto Networks Inc,Ransomware Attack,9
Pepsico Inc,Old National Bancorp /In/,First Midwest Bancorp Inc,Anti-Trust Violation,32
Morgan Stanley International Holdings Inc,Twitter Inc,Vtb Bank,Sanctions,13
Jp Morgan Chase And Co,Vmware Inc,Intercontinental Exchange,Anti-Trust Violation,4
Goldman Sachs Group Inc,Jones Lang Lasalle Inc,Hff Inc,Accounting Fraud,6
Verizon Communications Inc,Dominion Energy Inc,Scana Corp,Legal Dispute,11
Verizon Communications Inc,Regeneron Pharmaceuticals Inc,Advanced Micro Devices Inc,Clinical Trial,756
Microsoft Corp,Regeneron Pharmaceuticals Inc,Novartis Ag,Clinical Trial,216
Alphabet Inc,Nasdaq Inc,Navient Cp,Corporate Misconduct,4
Jp Morgan Chase And Co,Amazon Com Inc,Vtech Holdings Ltd,Hack,24
Pepsico Inc,Akcea Therapeutics Inc,Ionis Pharmaceuticals Inc,Anti-Trust Violation,6
Jp Morgan Chase And Co,Phillips 66,Phillips 66 Partners Lp,Accounting Fraud,7
Microsoft Corp,Intercontinental Exchange,Cabot Oil And Gas Corp,Corporate Misconduct,5
Verizon Communications Inc,Target Corp,Best Buy Co Inc,Hacking,5
Microsoft Corp,Atandt Inc,Warner Media Llc,Class-Action Lawsuit,13
Morgan Stanley International Holdings Inc,Thomson Reuters Corp,Kroger Company,Hack,8
Goldman Sachs Group Inc,Fortress Biotech Inc,Dermira Inc,Clinical Trial,3
Alphabet Inc,Innoviva Inc,La Jolla Pharmaceutical Co,Accounting Fraud,4
Microsoft Corp,American International Group Inc,Beazley Plc,Hack,6
Microsoft Corp,Apple Inc,Shutterfly Inc,Ransomware Attack,10
Verizon Communications Inc,First Data Corp,Walmart Inc,Hack,4
Verizon Communications Inc,Verizon Communications Inc,T-Mobile Us,Ransomware Attack,23
Microsoft Corp,Symantec Corp,Target Corp,Hack,6
Microsoft Corp,First Data Corp,Facebook Inc,Hack,4
Verizon Communications Inc,Walmart Inc,New York Times Co,Hack,4
Microsoft Corp,Acacia Communications Inc,Nasdaq Inc,Anti-Trust Violation,4
Alphabet Inc,United Rentals Inc /De,General Finance Corp,Corporate Misconduct,20
Alphabet Inc,Fedex Corp,Boeing Company,Ransomware Attack,12
Pepsico Inc,Moodys Corp /De/,Equifax Inc,Ransomware Attack,15
Morgan Stanley International Holdings Inc,Thomson Reuters Corp,Yes Bank Limited,Hack,15
Alphabet Inc,Oracle Corp,International Business Machines Corp,Hacking,6
Morgan Stanley International Holdings Inc,International Business Machines Corp,Oracle Corp,Hack,40
Microsoft Corp,Microsoft Corp,Oracle Corp,Hack,8
Pepsico Inc,Jazz Pharmaceuticals Plc,Gw Pharmaceuticals,Clinical Trial,6
Microsoft Corp,Allergan Plc,Teva Pharmaceutical Industries Ltd,Sanctions,3
Pepsico Inc,Facebook Inc,Alphabet Inc,Ransomware Attack,16
Alphabet Inc,Abbvie Inc,Aurobindo Pharma Ltd,Clinical Trial,3
Verizon Communications Inc,Facebook Inc,Heritage Financial Corp /Wa/,Wire Fraud,6
Goldman Sachs Group Inc,New York Times Co,Jp Morgan Chase And Co,Ddos Attack,4
Morgan Stanley International Holdings Inc,Twitter Inc,Altaba Inc,Cyber Breach,22
Pepsico Inc,Webster Financial Corp,Sterling Bancorp Inc,Anti-Trust Violation,6
Pepsico Inc,Jp Morgan Chase And Co,Hdfc Bank Ltd,Hack,48
Verizon Communications Inc,New York Community Bancorp Inc,Flagstar Bancorp Inc,Accounting Fraud,6
Alphabet Inc,New York Community Bancorp Inc,Flagstar Bancorp Inc,Anti-Trust Violation,20
Alphabet Inc,Enterprise Financial Services Corp,First Choice Bancorp,Accounting Fraud,12
Microsoft Corp,Vail Resorts Inc,Peak Resorts Inc,Accounting Fraud,8
Pepsico Inc,Nasdaq Inc,Idex Corp,Corporate Misconduct,12
Alphabet Inc,Verizon Communications Inc,Fireeye Inc,Ddos Attack,6
Goldman Sachs Group Inc,Intercontinental Exchange,Goldman Sachs Group Inc,Ransomware Attack,3
Pepsico Inc,Goldman Sachs Group Inc,Solarwinds Inc,Ransomware Attack,3
Jp Morgan Chase And Co,Intercontinental Exchange,Southwestern Energy Co,Corporate Misconduct,8
Microsoft Corp,Thomson Reuters Corp,Doordash Inc,Hacking,3
Goldman Sachs Group Inc,Microsoft Corp,Yes Bank Limited,Hacking,6
Goldman Sachs Group Inc,Linkedin Corp,Radware Ltd,Ddos Attack,8
Verizon Communications Inc,Adobe Inc,Microsoft Corp,Cyber Breach,12
Microsoft Corp,Bank Of America Corp,Citizens Financial Group Inc,Bank Fraud,68
Jp Morgan Chase And Co,Spirit Airlines Inc,Jetblue Airways Corp,Sanctions,15
Alphabet Inc,Alphabet Inc,Google,Class-Action Lawsuit,4
Microsoft Corp,United Rentals Inc /De,General Finance Corp,Anti-Trust Violation,20
Verizon Communications Inc,Bank Of America Corp,Countrywide Plc,Class-Action Lawsuit,40
Morgan Stanley International Holdings Inc,Bank Of America Corp,Countrywide Plc,Class-Action Lawsuit,20
Microsoft Corp,General Motors Limited,Toyota Motor Corp,Hacking,6
Morgan Stanley International Holdings Inc,Citigroup Inc,Hdfc Bank Ltd,Hack,96
Pepsico Inc,Citigroup Inc,Hdfc Bank Ltd,Hack,176
Microsoft Corp,Verizon Communications Inc,Quest Diagnostics Inc,Ransomware Attack,18
Alphabet Inc,Twitter Inc,Alphabet Inc,Cyber Breach,12
Verizon Communications Inc,Adobe Inc,International Business Machines Corp,Ransomware Attack,3
Goldman Sachs Group Inc,Churchill Downs Inc,Aristocrat Leisure Ltd,Civil Lawsuit,4
Microsoft Corp,Regeneron Pharmaceuticals Inc,Alnylam Pharmaceuticals Inc,Clinical Trial,4
Pepsico Inc,Nasdaq Inc,Brainstorm Cell Therapeutics Inc,Clinical Trial,32
Pepsico Inc,Nasdaq Inc,Cytomx Therapeutics Inc,Corporate Misconduct,6
Pepsico Inc,Progenics Pharmaceuticals Inc,Lantheus Holdings,Accounting Fraud,10
Goldman Sachs Group Inc,Nasdaq Inc,Progenics Pharmaceuticals Inc,Anti-Trust Violation,8
Microsoft Corp,Pacific Mercantile Bancorp,Banc Of California Inc,Accounting Fraud,4
Pepsico Inc,Banc Of California Inc,Pacific Mercantile Bancorp,Anti-Trust Violation,40
Alphabet Inc,Jp Morgan Chase And Co,Adobe Inc,Hack,10
Verizon Communications Inc,Banc Of California Inc,Pacific Mercantile Bancorp,Accounting Fraud,20
Morgan Stanley International Holdings Inc,Wells Fargo And Company,Altaba Inc,Multidistrict Litigation,3
Goldman Sachs Group Inc,General Motors Limited,Honda Motor Company,Sanctions,99
Jp Morgan Chase And Co,Aytu Bioscience Inc,Acerus Pharmaceuticals Corp,Clinical Trial,10
Microsoft Corp,Aytu Bioscience Inc,Acerus Pharmaceuticals Corp,Clinical Trial,10
Pepsico Inc,Twitter Inc,Suntrust Banks Inc,Ddos Attack,3
Goldman Sachs Group Inc,Sunrun Inc,Tesla Inc,Class-Action Lawsuit,4
Goldman Sachs Group Inc,Apple Inc,Altaba Inc,Cyber Breach,10
Alphabet Inc,Twitter Inc,Nintendo Co Ltd,Cyber Breach,10
Jp Morgan Chase And Co,Bonanza Creek Energy Inc,Extraction Oil And Gas Inc,Accounting Fraud,10
Jp Morgan Chase And Co,Altaba Inc,Microsoft Corp,Cyber Breach,28
Alphabet Inc,Apple Inc,Verizon Communications Inc,Cyber Breach,10
Goldman Sachs Group Inc,Cimarex Energy Co,Cabot Oil And Gas Corp,Anti-Trust Violation,4
Microsoft Corp,Cabot Oil And Gas Corp,Cimarex Energy Co,Anti-Trust Violation,16
Verizon Communications Inc,Chase Corp,Jp Morgan Chase And Co,Class-Action Lawsuit,15
Microsoft Corp,Global Payments Inc,Equifax Inc,Hack,18
Microsoft Corp,Omega Healthcare Investors Inc,Medequities Realty Trust Inc,Anti-Trust Violation,28
Goldman Sachs Group Inc,Boeing Company,Spirit Aerosystems Holdings,Ransomware Attack,48
Pepsico Inc,Thomson Reuters Corp,Apple Inc,Accounting Fraud,13
Microsoft Corp,Apple Inc,Thomson Reuters Corp,Wire Fraud,9
Verizon Communications Inc,Natera Inc,Caredx Inc,Clinical Trial,6
Goldman Sachs Group Inc,Gilead Sciences Inc,Forty Seven Inc,Anti-Trust Violation,6
Alphabet Inc,Glaxosmithkline Plc,Springworks Therapeutics Inc,Clinical Trial,6
Verizon Communications Inc,Momenta Pharmaceuticals Inc,Rigel Pharmaceuticals Inc,Clinical Trial,8
Microsoft Corp,Altaba Inc,Regis Corp,Hack,18
Jp Morgan Chase And Co,Sonos Inc,Google,Hack,16
Verizon Communications Inc,Ebay Inc,Amazon Com Inc,Wire Fraud,24
Jp Morgan Chase And Co,Thomson Reuters Corp,Centurylink Inc,Hacking,7
Pepsico Inc,Merck And Co Inc,Acceleron Pharma Inc,Accounting Fraud,3
Jp Morgan Chase And Co,Nasdaq Inc,Wells Fargo And Company,Class-Action Lawsuit,15
Alphabet Inc,Mastercard Inc,Paypal Holdings,Cyber Breach,8
Morgan Stanley International Holdings Inc,Tilray Inc,Medmen Enterprises Inc,Class-Action Lawsuit,3
Alphabet Inc,Google,Centurylink Inc,Hacking,6
Microsoft Corp,Elanco Animal Health Inc,Kindred Biosciences,Accounting Fraud,4
Microsoft Corp,Amgen Inc,Regeneron Pharmaceuticals Inc,Clinical Trial,6
Verizon Communications Inc,Goodyear Tire And Rubber Co /Oh/,Cooper Tire And Rubber Co,Accounting Fraud,8
Verizon Communications Inc,Intercontinental Exchange,Vitamin Shoppe Inc,Anti-Trust Violation,3
Verizon Communications Inc,Nissan Motor Co Ltd,Mitsubishi Motors Corp,Criminal Investigation,6
Microsoft Corp,Adobe Inc,Home Depot Inc,Hacking,24
Alphabet Inc,Lilly Eli And Co,Loxo Oncology Inc,Anti-Trust Violation,8
Jp Morgan Chase And Co,Athene Holding Ltd,Apollo Global Management Llc,Accounting Fraud,6
Jp Morgan Chase And Co,International Business Machines Corp,Vmware Inc,Ransomware Attack,120
Morgan Stanley International Holdings Inc,International Business Machines Corp,Vmware Inc,Ddos Attack,27
Pepsico Inc,Vmware Inc,International Business Machines Corp,Ransomware Attack,30
Jp Morgan Chase And Co,Metlife Inc,Alico Inc,Regulatory Investigation,12
Verizon Communications Inc,Paypal Holdings,Ebay Inc,Bank Fraud,4
Verizon Communications Inc,Svb Financial Group,Boston Private Financial Holdings Inc,Accounting Fraud,4
Alphabet Inc,Microsoft Corp,Berkshire Hathaway Inc,Ransomware Attack,6
Verizon Communications Inc,Citigroup Inc,Visa Inc,Cyber Breach,8
Morgan Stanley International Holdings Inc,Wells Fargo And Company,Wachovia Corp,Civil Lawsuit,4
Morgan Stanley International Holdings Inc,Humana Inc,Aetna Inc,Privacy Breach,5
Pepsico Inc,Centene Corp,Health Net Inc,Criminal Investigation,20
Jp Morgan Chase And Co,Intercontinental Exchange,Bank Of New York Mellon Corp,Sanctions,20
Goldman Sachs Group Inc,T-Mobile Us,Verizon Communications Inc,Hack,230
Alphabet Inc,Facebook Inc,Google,Class-Action Lawsuit,226
Pepsico Inc,Pfizer Inc,Biontech Se,Clinical Trial,442
Alphabet Inc,Twitter Inc,Google,Class-Action Lawsuit,102
Alphabet Inc,Twitter Inc,Sprint Corp,Hack,72
Pepsico Inc,Altaba Inc,Facebook Inc,Hacking,575
Goldman Sachs Group Inc,Cbs Corp,Amazon Com Inc,Civil Lawsuit,24
Pepsico Inc,Apple Inc,Samsung Electronics Gmbh,Sanctions,239
Alphabet Inc,Apple Inc,Paypal Holdings,Hacking,23
Verizon Communications Inc,Facebook Inc,Under Armour,Hack,216
Verizon Communications Inc,Apple Inc,Amazon Com Inc,Privacy Breach,50
Alphabet Inc,United Technologies Corp,Lockheed Martin Corp,Sanctions,1205
Goldman Sachs Group Inc,Uber Technologies Inc,Lyft Inc,Sanctions,245
Verizon Communications Inc,Twitter Inc,Altaba Inc,Hack,2640
Pepsico Inc,Netflix Inc,Paypal Holdings,Hacking,33
Goldman Sachs Group Inc,Thomson Reuters Corp,Google,Sanctions,61
Goldman Sachs Group Inc,New York Times Co,Thomson Reuters Corp,Hacking,69
Goldman Sachs Group Inc,Thomson Reuters Corp,New York Times Co,Hacking,138
Alphabet Inc,Facebook Inc,Radware Ltd,Hack,10
Morgan Stanley International Holdings Inc,Uber Technologies Inc,Lyft Inc,Sanctions,98
Alphabet Inc,Amazon Com Inc,United Parcel Service Inc,Ransomware Attack,4
Pepsico Inc,Kroger Company,Humana Inc,Hack,6
Verizon Communications Inc,Apple Inc,Boeing Company,Sanctions,51
Alphabet Inc,Nasdaq Inc,On Deck Capital Inc,Anti-Trust Violation,4
Microsoft Corp,Dicerna Pharmaceuticals Inc,Novo Nordisk A/S,Accounting Fraud,3
Microsoft Corp,Nasdaq Inc,Eiger Biopharmaceuticals Inc,Clinical Trial,27
Pepsico Inc,Facebook Inc,New York Times Co,Hack,605
Pepsico Inc,Viasat Inc,Rignet Inc,Corporate Misconduct,24
Pepsico Inc,Chemours Co,Dowdupont Inc,Civil Lawsuit,5
Pepsico Inc,Paypal Holdings,Capital One Financial Corp,Hacking,58
Jp Morgan Chase And Co,Fireeye Inc,Google,Ransomware Attack,17
Morgan Stanley International Holdings Inc,Intercontinental Exchange,Advansix Inc,Criminal Investigation,4
Pepsico Inc,Hollyfrontier Corp,Holly Energy Partners Lp,Corporate Misconduct,12
Alphabet Inc,Abbvie Inc,Amgen Inc,Clinical Trial,30
Verizon Communications Inc,Boeing Company,Airbus Group Se,Sanctions,29
Jp Morgan Chase And Co,Sempra Energy,Infrareit Inc,Regulatory Investigation,20
Verizon Communications Inc,Facebook Inc,Ebay Inc,Hack,200
Microsoft Corp,Toshiba Corp,Sk Hynix Inc,Sanctions,12
Goldman Sachs Group Inc,Facebook Inc,Google,Privacy Breach,130
Alphabet Inc,Apple Inc,Sk Hynix Inc,Sanctions,24
Microsoft Corp,Google,Microsoft Corp,Hacking,137
Morgan Stanley International Holdings Inc,Apple Inc,Microsoft Corp,Sanctions,261
Pepsico Inc,Nasdaq Inc,Strongbridge Biopharma Plc,Clinical Trial,12
Pepsico Inc,Nasdaq Inc,Beigene Ltd,Clinical Trial,3
Alphabet Inc,Ebay Inc,Paypal Holdings,Wire Fraud,336
Jp Morgan Chase And Co,Paypal Holdings,Altaba Inc,Bank Fraud,3
Alphabet Inc,Nasdaq Inc,Kalvista Pharmaceuticals Inc,Clinical Trial,102
Morgan Stanley International Holdings Inc,Marriott International Inc /Md/,Starwood Hotels And Resorts Worldwide Llc,Hack,90
Microsoft Corp,International Business Machines Corp,Thomson Reuters Corp,Sanctions,91
Jp Morgan Chase And Co,Nasdaq Inc,Sierra Oncology Inc,Clinical Trial,18
Microsoft Corp,Sirius Xm Holdings Inc,Pandora Media Inc,Accounting Fraud,8
